evidence_id,source_file,insight_type,semantic_type,extraction_method,text,priority_score,confidence,suggested_narrative_use,source_location,ocr_used,dedup_merged_sources,dedup_merged_ids,downweighted_by_rule
E0127,thefork-leadership-management-transition.pdf,pdf_table_cell,Metric,table_cell,"PDF table cell (p2 r1 c0): again dine out. We will be alongside restaurateurs to support them as they reopen and navigate
this post-pandemic era,” added Ambeskovic.
​
Prior to being appointed as CEO, Almir was Vice President Sales and Marketing for TheFork, a
role in which he was responsible for the growth of the business in all the countries within
twenty-two markets where TheFork operates. Almir has directly led several countries as general
manager at TheFork since 2015. He began his career with TheFork in 2014 as Italy Country
Manager following the acquisition by Tripadvisor of RestOpolis, an online restaurants
reservation startup he founded and led since 2011.
Born in Sarajevo in 1977, Almir began his career as a consultant and entrepreneur in the IT
sector. First as start-up entrepre…",0.7,medium,What,Page 2,,,,
E0129,thefork-leadership-management-transition.pdf,pdf_table_cell,Metric,table_cell,"PDF table cell (p3 r1 c0): TheFork, a Tripadvisor company, is the leading online restaurant reservation platform.
TheFork’s mission is to connect diners with a network of nearly 80,000 partner restaurants
worldwide. With 22 million reviews and 28 million downloads of its app, TheFork has become
the smart move to make to get a table. Through TheFork (website and app), as well as through
Tripadvisor, users can easily select a restaurant according to their preferences, consult user
reviews, check real-time availability and instantly book online 24/7. From the restaurant side,
TheFork provides them with a software solution, TheFork Manager, to optimise reservation
management, streamline operations and ultimately improve service and revenue. The platform
operates in 22 countries as “TheFork"" i…",0.7,medium,What,Page 3,,,,
E0168,yahoo_quartz.docx,docx_insight,Claim,paragraph,American Express buys TheFork from Tripadvisor for $700M,0.7,medium,What,DOCX,,,,
E0169,yahoo_quartz.docx,docx_insight,Claim,paragraph,"American Express agreed to acquire TheFork, Tripadvisor's European restaurant booking platform, for $700 million in an all-cash transaction, the companies said on Monday.",0.7,medium,What,DOCX,,,,
E0170,yahoo_quartz.docx,docx_insight,Claim,paragraph,"The platform operates in 11 European countries, giving diners access to a network of more than 50,000 restaurants. With the purchase, American Express would bring its total bookable dining venues to 75,000, adding to a portfolio that already includes the Resy and Tock platforms, according to Reuters. Tripadvisor stock rose 7% in morning trading following the announcement.",0.7,medium,What,DOCX,,,,
E0171,yahoo_quartz.docx,docx_insight,Claim,paragraph,"For Tripadvisor, the sale follows a Feb. 2026 announcement that the company would explore strategic alternatives for TheFork. The transaction allows Tripadvisor to concentrate on its experiences-focused strategy, the company said. Potential uses of the proceeds include share repurchases, debt reduction, or investment in the experiences business.",0.7,medium,What,DOCX,,,,
E0172,yahoo_quartz.docx,docx_insight,Claim,paragraph,"TheFork generated $232 million in revenue and $28 million in adjusted EBITDA for the twelve months ended March 31, 2026, the company said.",0.7,medium,What,DOCX,,,,
E0174,yahoo_quartz.docx,docx_insight,Claim,paragraph,"American Express Chairman and CEO Stephen Squeri said the deal also opens opportunities to deepen the company's relationship with Tripadvisor. ""By building on our shared strengths across dining, travel, and experiences, we have opportunities to create even greater value for customers and partners,"" Squeri said in a statement.",0.7,medium,What,DOCX,,,,
E0175,yahoo_quartz.docx,docx_insight,Claim,paragraph,"Rafa Marquez, president of international card services at American Express, said dining was central to how customers engage with the brand.",0.7,medium,What,DOCX,,,,
E0176,yahoo_quartz.docx,docx_insight,Claim,paragraph,"The current leadership team at TheFork is expected to remain in place once the acquisition is complete. The transaction is expected to close before the end of 2026, subject to labor consultation and regulatory approvals, the company said. Tripadvisor said it expects minimal tax costs from the sale, with net proceeds expected to closely approximate gross proceeds.",0.7,medium,What,DOCX,,,,
E0177,yahoo_quartz.docx,docx_insight,Claim,paragraph,"Goldman Sachs served as financial advisor to Tripadvisor and TheFork, with Goodwin Procter LLP and Reed Smith LLP serving as legal advisors, the company said.",0.7,medium,What,DOCX,,,,
E0001,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 1: EX-10.1 2 d156418dex101.htm EX-10.1
Exhibit 10.1
PRIVATE & CONFIDENTIAL
FROM:
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.
200 Vesey Street
New York, NY 10285
(“Buyer”)
TO:
TRIPADVISOR, INC.
400 1st Avenue
Needham, MA 02494
(“Parent”)
TRIPADVISOR UK HOLDCO LIMITED
10 Norton Folgate, London, United Kingdom, E1 6DB
(“Seller”)
LF HOLDINGS (FRANCE) SAS
70 rue Saint-Lazare
75009 Paris, France
(“Company”)
June 14, 2026
Dear Sirs,
We refer to our recent discussions relating to the contemplated acquisition of the Shares representing all of the issued and outstanding Equity Interests of
LF Holdings (France) SAS, a French simplified joint stock company (société par actions simplifiée), registered with the Trade and Companies Registry
of Paris under number 803 696 509, whose regist…",0.67,medium,What,Page 1,False,,,
E0002,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 2: 1.
PUT OPTION
1.1
The Buyer hereby irrevocably undertakes to purchase the Shares at the price and under the other terms and subject to the conditions set forth in
the EPA and in this Put Option Agreement, subject only to the delivery by the Seller Parties of a notice to sell the Shares to the Buyer in
accordance with the terms of this Put Option Agreement, the form of which is set out in Schedule B (the “Put Option” and the notice of such
decision being referred to as the “Exercise Notice”). Upon the delivery of the Exercise Notice to the Buyer, each of the Buyer and Seller Parties
shall be bound to execute and deliver the EPA on a date (the “Execution Date”) to be agreed among the Seller Parties and the Buyer; provided
that such Execution Date shall in any event be no later than …",0.67,medium,What,Page 2,False,,,
E0007,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 7: We look forward to working together towards the completion of this Contemplated Transaction.
/s/ Howard Cheng
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.
Represented by:
Howard Cheng (Executive Vice President, Head of Corporate
Development)
Buyer
Signature Page to Put Option Agreement
7/10/26, 12:17 AM
EX-10.1
7/86",0.67,medium,What,Page 7,False,,,
E0008,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 8: The Put Option Agreement is countersigned by the Seller Parties exclusively to acknowledge the agreement of the Seller Parties on its provisions and, in
particular on undertakings, covenants and obligations of the Seller Parties provided therein (which shall be binding on them as from the date hereof). In
no event shall such signature be construed as an exercise of the Put Option by the Seller Parties, which shall only result from the delivery by the Seller
Parties of an Exercise Notice to the Buyer in accordance with the Put Option Agreement.
/s/ Michael Noonan
TRIPADVISOR, INC.
Represented by Michael Noonan, Chief Financial Officer
Parent
/s/ Linda C. Frazier
TRIPADVISOR UK HOLDCO LIMITED
Represented by Linda C. Frazier, Director
Seller
/s/ Linda C. Frazier
LF HOLDINGS (FRANCE) …",0.67,medium,What,Page 8,False,,,
E0010,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 10: FINAL FORM
EQUITY PURCHASE AGREEMENT
BY AND AMONG
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.
TRIPADVISOR UK HOLDCO LIMITED
LF HOLDINGS (FRANCE) SAS
and
TRIPADVISOR, INC.
[•], 2026
7/10/26, 12:17 AM
EX-10.1
10/86",0.67,medium,What,Page 10,False,,,
E0044,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 44: (x) none of the Company-Owned Intellectual Property or Assigned Intellectual Property is involved in any opposition, cancellation,
interference, reissue, review or reexamination proceeding, other than standard prosecution actions issued by the relevant Governmental Body in
the ordinary course, and no such Intellectual Property Rights are the subject of any judicial, administrative or arbitral order, award, decree,
injunction, action or stipulation;
(xi) no material Software owned or purported to be owned by any Group Company is held in escrow, and no Group Company has
disclosed, delivered or licensed to any Person or agreed or obligated itself to disclose, deliver or license to any Person, or permitted the disclosure
or delivery to any escrow agent or other Person of, any such So…",0.67,medium,What,Page 44,False,,,
E0085,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 85: IN WITNESS WHEREOF, the parties hereto have caused this Equity Purchase Agreement to be executed and delivered by their respective
officers thereunto duly authorized, all as of the date first above written.
PARENT:
TRIPADVISOR, INC.
By:
Name:
Title:
SELLER:
TRIPADVISOR UK HOLDCO LIMITED
By:
Name:
Title:
COMPANY:
LF HOLDINGS (FRANCE) SAS
By:
Name:
Title:
Signature Page to Equity Purchase Agreement
7/10/26, 12:17 AM
EX-10.1
85/86",0.67,medium,What,Page 85,False,,,
E0086,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 86: IN WITNESS WHEREOF, the parties hereto have caused this Equity Purchase Agreement to be executed and delivered by their respective
officers thereunto duly authorized, all as of the date first above written.
BUYER:
AMERICAN EXPRESS TRAVEL RELATED
SERVICES COMPANY, INC.
By:
Name:
Title:
Signature Page to Equity Purchase Agreement
7/10/26, 12:17 AM
EX-10.1
86/86",0.67,medium,What,Page 86,False,,,
E0093,Final 15 YEARS PRESS RELEASE  (1).pdf,pdf_page_insight,Claim,text_layer,"Page 4: experiences, reserve tables at delicious restaurants and discover great places nearby. As a travel
guidance company available in 43 markets and 22 languages, Tripadvisor makes planning easy no
matter the trip type. The subsidiaries of Tripadvisor, Inc. (Nasdaq: TRIP), own and operate a portfolio
of travel media branAds and businesses, operating under various websites and apps.
* Source: SimilarWeb, unique users de-duplicated monthly, March 2023
** Source: Tripadvisor internal log files
*Internal datas TheFork
**Euromonitor datas on European countries (FR, IT, ES, CH, UK, PT, NL)
*** Euromonitor study on 5024 respondents (FR, IT, ES, CH, UK, PT, NL)
****Food and Agriculture Organization of the United Nations (FAO), 2013",0.67,medium,What,Page 4,False,,,
E0094,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 2: TheFork is the leader in online restaurant
bookings in Europe and Australia.
Founded in 2007, the platform
revolutionised the restaurant market by
offering a new way to foster
relationships between restaurants and
diners, and by providing the first online
booking diary for professionals.
TheFork,
a digital success story.
In the early 2000s, Bertrand Jelensperger and his associates noticed that there
were almost no online guides, while in print Michelin had done some
spectacular work in establishing itself as THE reference in gastronomic guides,
however on the Internet, everything remained to be done. It was around the
same time that he has become familiar to the Yield Management mechanism
(i.e. pricing policy and demand driven seat optimisation). At that point, the idea
of a resta…",0.67,medium,What,Page 2,True,,,
E0097,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 5: The essential
partner of foodies
eer secnerusr #. nk ae Heeet z ~ | bas Saat ~~ A>
eve WwW Tease 2 =i FEF ; « eri liels
4 A= Ewe CF el .% ""iI 4 a we)
At TheFork, we believe that every occasion, big
or small, planned or unexpected, deserves the
right restaurant! With nearly 60 partner
restaurants in France, and nearly 55,000
worldwide, we offer a wide choice of restaurants
to meet all preferences, with discounts of up to
50%, all bookable in one click on the mobile app,
24 hours a day! Much more than a restaurant
booking website, TheFork has become a true
urban, gastronomic guide with a strong
community.
In order to choose the best option, diners can
read the reviews posted by our active
community comprising several million foodies:
reviews are a way to guide customers, to inform
t…",0.67,medium,What,Page 5,True,,,
E0098,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 6: TheFork@) Yums
TheFork rewards the appetite and lo
custome
The more you t out In re
opportunities TheFork wi
aurants, the m
offer for spending extra
or with friends
they can be converted into 10 €
in partner aurants that are
am",0.67,medium,What,Page 6,True,,,
E0099,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 7: TheFork gift card
TheFork Gift Card, the first gift card that allows users to enjoy a
restaurant experience in more than 30,000 partner restaurants
The moments shared at restaurants are part of those pleasures that it is now
possible to offer thanks to the TheFork Gift Card, which can be used in more
than 30,000 partner restaurants across France, Italy and Spain through
TheFork Pay payment solution, including high end restaurants, local
gastronomy or cuisines from around theworld, bookable 24/24 with immediate
confirmation.
This is the broadest offer to gift a restaurant experience ever and hence quite
news for the market. TheFork Gift Card is suitable for any occasion and for
everyone! With its wide choice in France, but also in Italy and Spain with more
than 25,000 partner resta…",0.67,medium,What,Page 7,True,,,
E0104,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 12: Biography Almir Ambeskovic,
CEO TheFork
Prior to being appointed as CEO, Almir was Vice
President Sales and Marketing for TheFork, a role in
which he was responsible for the growth of the
business in all the countries within twenty-two
markets where TheFork operates. Almir has directly
led several countries as general manager at TheFork
since 2015. He began his career with TheFork in 2014
as Italy Country Manager following the acquisition by
Tripadvisor of RestOpolis, an online restaurants
reservation startup he founded and led since 2011.
Born in Sarajevo in 1977, Almir began his career as a
consultant and entrepreneur in the IT sector. First as
start-up entrepreneur founding three companies,
then as top manager of a digital scale-up as TheFork,
Almir has always been active as a…",0.67,medium,What,Page 12,True,,,
E0115,TheFork Press Release Trends_0.pdf,pdf_page_insight,Claim,text_layer,"Page 2: restaurants implementing this technique. Besides, the valorization of indigenous
cuisine also underscores this trend of preserving traditions. Braise in Paris, or Brat
in London are taking back primal-fire cooking techniques to offer their diners a
different experience based on the most primitive traditions.
●
Indigenous cuisine: The return and valorization of indigenous cuisine also
underscores this trend of preserving traditions. North American Traditional
Indigenous Food Systems like Food Lab or Wahpepah’s Kitchen in Oakland are
some of the examples that are taking back the glorification of indigenous food
traditions in the US.
●
Back to spirits: After the trend of natural wines, and mixology, it is the spirits that
are put at the front of the stage. Consumers are now taking a …",0.67,medium,What,Page 2,False,,,
E0116,TheFork Press Release Trends_0.pdf,pdf_page_insight,Claim,text_layer,"Page 3: knowledgeable people of traditions and know-how, grandmas become the best
guides and are put in the spotlight in books like Merci Mamie pour les recettes by
Jean Imbert, and social media accounts like Nonna Dora and Pasta Grannies.
●
Supportive cuisine: The restaurant & associations involved the new migrant
communities to understand and highlight their culture. The kitchen is a great way
to support and integrate other cultures and people into our lives. Imad’s Syrian
Kitchen in London is a perfect example of this trend. Also, new migrants and
refugees from places like Hong Kong, Ukraine, Russia and Poland may bring more
access to these cuisines in 2023.
LOOKING TO SHARE
After some years of imposed social distancing, people are more willing than ever to retake
human contact, willin…",0.67,medium,What,Page 3,False,,,
E0022,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 22: “Replacement Marks” has the meaning set forth in Section 6.13(f).
“Report” has the meaning set forth in Section 6.21(a)(i).
“Reservation Service Data” has the meaning set forth in Schedule A.
“Restricted Cash” means any cash or cash equivalent that is subject to restrictions or limitations on use or distribution by Law, contract or
otherwise, and that constitutes “restricted cash” in accordance with the Accounting Principles, including: (i) deposits in escrow with third parties and
(ii) cash, cash equivalents, marketable securities or short-term investments, in each case to the extent securing letters of credit or other payment
obligations.
“Restricted Party” means any Person that (i) is listed on any sanctions-related list, restricted party list, or blocked persons list administ…",0.63,high,What,Page 22,False,,,built-in-legal-boilerplate
E0023,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 23: “Seller Technology” means all works of authorship, computer programs, source code and executable code (whether embodied in Software,
firmware or otherwise), user interfaces, application programming interfaces, protocols, architectures, documentation, designs, files, records, data, data
structures, databases, inventions (whether or not patentable), inventions, discoveries, improvements, technology, trade secrets, proprietary and
confidential information, know-how and information maintained as trade secrets, tools, concepts, techniques, methods, processes, formulae, algorithms
and specifications, in each case owned by, or licensed to, the Seller or any of its Affiliates (other than any Group Company), but excluding any
commercial products or services of the Seller or its Affiliates…",0.63,high,What,Page 23,False,,,built-in-legal-boilerplate
E0026,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 26: respectively, and (vi) references to any Person include the predecessors, successors and permitted assigns of that Person. The Schedules and Exhibits
referred to herein shall be construed with and as an integral part of this Agreement to the same extent as if they were set forth verbatim herein. Titles to
Articles and headings of Sections are inserted for convenience of reference only and shall not be deemed a part of or to affect the meaning or
interpretation of this Agreement. This Agreement shall be construed without regard to any presumption or rule requiring construction or interpretation
against the party drafting an instrument or causing any instrument to be drafted. Any action otherwise required to be taken on a day that is not a Business
Day shall instead be required to …",0.63,high,What,Page 26,False,,,built-in-legal-boilerplate
E0027,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 27: (iii) a duly completed, executed and dated (i) share transfer form (ordre de mouvement) and (ii) reiterative deed (acte réitératif),
relating to the sale of the Shares in favor of the Buyer and specifying that the transfer of ownership of the Shares shall occur on the Closing Date;
(iv) the updated share transfer registers (registres des mouvements de titres) and shareholders’ accounts (comptes d’actionnaires) of
the Company;
(v) a counterpart of each Ancillary Agreement to which Parent, Seller or any of their respective Affiliates is a party, duly executed on
behalf of Seller or such Affiliates;
(vi) the certificate contemplated by Section 7.2(e); and
(vii) all books, records, files, documents, correspondence and other materials (whether in physical or electronic form) to the ex…",0.63,high,What,Page 27,False,,,built-in-legal-boilerplate
E0030,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 30: (30) days after delivery of the Dispute Notice. If Buyer and the Seller so resolve any Disputed Items, the calculation set forth in the Purchase Price
Statement, in each case as adjusted for any Disputed Items that are so resolved by Buyer and the Seller, shall be final and binding as the Final Purchase
Price for purposes of this Agreement and shall be non-appealable by the parties hereto. If Buyer and the Seller are unable to resolve any Disputed Items
within such thirty (30) day period, Buyer and the Seller shall mutually engage and submit such Disputed Item(s) (and only the Disputed Item(s)) to, and
the same shall be finally resolved in accordance with the provisions of this Agreement by an independent, nationally recognized accounting or
consulting firm or other arbitrator wi…",0.63,high,What,Page 30,False,,,built-in-legal-boilerplate
E0032,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 32: (c) The Company has not issued any Equity Interest other than the Shares, all of which are issued and outstanding and are legally and
beneficially owned by the Seller, free and clear of all Liens other than restrictions on transfer arising under applicable securities Laws. The Shares have
been properly allotted and issued, are fully paid or credited as fully paid and were not issued in violation of any Law, contract, pre-emption rights or
other rights of any Person or the Organizational Documents of the Company. There are no outstanding subscriptions, options, warrants, commitments,
pre-emption rights, agreements, arrangements or commitments of any kind (including long term incentive plans such as stock-options or actions
gratuites) to which the Company is a party relating to the…",0.63,high,What,Page 32,False,,,built-in-legal-boilerplate
E0033,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 33: Section 3.3 No Conflict; Consents.
(a) Except as set forth in Section 3.3(a) of the Disclosure Schedule, the execution and delivery by the Company of this Agreement and the
Ancillary Agreements and the performance by the Company of the transactions contemplated hereby and thereby in accordance with the terms hereof
and thereof, do not and will not (i) violate, conflict with, result in a default under (whether after the giving of notice, lapse of time or both), accelerate
any obligation under, require the consent, approval, or authorization of any Person under, or give rise to a right of termination of, or require any notice
under, any material contract, agreement, permit, license, authorization or obligation to which any Group Company is a party or by which any Group
Company’s as…",0.63,high,What,Page 33,False,,,built-in-legal-boilerplate
E0034,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 34: (e) All accounts receivable of the Group Companies shown in the Financial Statements or arising after the Put Option Date (a) are bona
fide and valid receivables arising from sales actually made or services actually performed and arose in the Ordinary Course of Business and (b) are not
subject to any material setoffs, counterclaims, credits or other offsets. No Person has any Lien (other than Permitted Liens) on any accounts receivable
or any part thereof, and no agreement for deduction, free goods or services, discount or other deferred price or quantity adjustment has been made by
any Group Company with respect to any accounts receivable.
Section 3.5 Absence of Undisclosed Liabilities. No Group Company has any material liabilities, obligations or commitments (individually or in…",0.63,high,What,Page 34,False,,,built-in-legal-boilerplate
E0042,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 42: (xi) any Contract relating to the incurrence or assumption of any Indebtedness for borrowed money by any Group Company, or any
Contract relating to the surety or guarantee of any Indebtedness of another Person by any Group Company;
(xii) any Contract under which any Group Company has made advances or loans to any other Person (which shall not include trade
receivables or advances made to an employee of any Group Company in the Ordinary Course of Business).
(xiii) any Contract required to be disclosed in order for the representations and warranties contained in Section 3.18 (Related Party
Transactions) to be true and correct;
(xiv) any settlement agreement with respect to any Legal Proceeding;
(xv) any confidentiality, secrecy or non-disclosure Contract other than any such Contrac…",0.63,high,What,Page 42,False,,,built-in-legal-boilerplate
E0047,EX-10.1.pdf,pdf_page_insight,Risk,text_layer,"Page 47: (d) The Group Companies have developed and maintained comprehensive and appropriate technical, physical and organizational controls,
policies, procedures, safeguards, measures and security systems, plans and technologies in accordance with all Company Privacy Commitments that
(A) identify internal and external risks to the confidentiality, integrity, and availability of Personal Information, (B) implement, monitor and improve
adequate and effective administrative, technical and physical safeguards to control those risks and (C) include backup, business continuity and disaster
recovery plans, procedures, technology and facilities for the business of the Group Companies.
(e) Neither the execution, delivery and performance of this Agreement nor the consummation of the transactions c…",0.63,high,What,Page 47,False,,,built-in-legal-boilerplate
E0053,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 53: Section 5.7 Solvency. Immediately after giving effect to the transactions contemplated by this Agreement (including the payment of the Base
Purchase Price and all related amounts), and assuming satisfaction of the conditions to Buyer’s obligation to consummate the purchase and sale of the
Shares as set forth herein, the accuracy of the representations and warranties of the Parent and the Seller, and the performance by the Group Companies,
the Parent and the Seller of their respective obligations hereunder in all material respects, Buyer and its Subsidiaries (including the Company), on a
consolidated basis, will be solvent. Buyer is not entering into the transactions contemplated hereby with the intent to hinder, delay or defraud creditors.
No transfer of property is being made, a…",0.63,high,What,Page 53,False,,,built-in-legal-boilerplate
E0063,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 63: clauses (i) or (ii), to the extent permitted under applicable Law, such other Party shall make available such information in connection with any filing on
an outside counsel-to-counsel basis. Subject to Buyer allowing Seller to have reasonable consultation rights, including the Seller and its counsel having
advance notice of, and the opportunity to review and comment on, any correspondence or submission to a Governmental Body, Buyer acting in good
faith shall have, except where prohibited by applicable Law, responsibility for determining the strategy for dealing with any Governmental Body
regarding the application of any Antitrust Laws to the transactions contemplated by this Agreement.
(c) Buyer shall use its reasonable best efforts to take promptly, or cause to be taken, any an…",0.63,high,What,Page 63,False,,,built-in-legal-boilerplate
E0066,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 66: hereby irrevocably sells, assigns, transfers, conveys and delivers (effective as of the Closing), and shall cause its applicable Affiliates to irrevocably sell,
assign, transfer, convey and deliver, to the Company, all right, title and interest of the Seller and such Affiliates in and to such Assigned Intellectual
Property, including:
(i) all goodwill associated therewith;
(ii) all rights to collect royalties, damages and profits for past, present and future infringement, misappropriation or other
violation thereof; and
(iii) all other statutory protections and rights relating thereto.
(c) The Seller shall, and shall cause its applicable Affiliates to, execute such further instruments of assignment, transfer and conveyance
and take such further actions as may be reasonably necess…",0.63,high,What,Page 66,False,,,built-in-legal-boilerplate
E0072,EX-10.1.pdf,pdf_page_insight,Risk,text_layer,"Page 72: readily accessible to any member of the Seller Group (including any Group Company) and access to any relevant Software (including its source
code), systems, personnel, reporting and documentation that is readily accessible to any member of the Seller Group (including any Group
Company), in each case as reasonably requested by Buyer to complete such assessment and generate report(s) setting out such assessment and the
associated risks (each, a “Report”); and
(ii) use commercially reasonable efforts to remediate promptly (and in any event, no later than ten (10) Business Days before
the anticipated Closing Date), in a manner approved in advance by Buyer (and not by taking any actions to which Buyer reasonably objects), any
information security vulnerabilities, risks, Open Source So…",0.63,high,What,Page 72,False,,,built-in-legal-boilerplate
E0081,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 81: arbitrator, or if one has not been appointed, to a court of competent jurisdiction, for prejudgment remedies and emergency relief pending final
determination of a claim pursuant to this Section 10.8. Subject to Section 10.8(a), each of the Company, Buyer and the Seller hereby irrevocably and
unconditionally consents to submit to the sole and exclusive jurisdiction of the Court of Chancery of the State of Delaware and any state appellate court
therefrom sitting in New Castle County in the State of Delaware (or, if the Court of Chancery of the State of Delaware declines to accept jurisdiction
over a particular matter, any state or federal court within the State of Delaware) (the “Chosen Courts”) solely for purposes of (i) any application for
prejudgment remedies or emergency relief…",0.63,high,What,Page 81,False,,,built-in-legal-boilerplate
E0009,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 9: Schedule A
Equity Purchase Agreement
7/10/26, 12:17 AM
EX-10.1
9/86",0.62,medium,What,Page 9,False,,,
E0095,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 3: reviews
restaurants app downloads
monthly visits
countries",0.62,medium,What,Page 3,True,,,
E0105,the fork press kit 2023 new brand.pdf,pdf_ocr_page_insight,Claim,ocr,"Page 13: Contacts
Presse@Thefork.com",0.62,medium,What,Page 13,True,,,
E0003,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 3: 2.2
For the purpose of this Put Option Agreement, the date of completion of the Consultation Process shall be the earlier of: (i) the date of the
meeting of the Works’ Council during which the Works’ Council issued its opinion in connection with the Contemplated Transaction and; (ii) if
the Works’ Council has not issued an opinion in connection with the Contemplated Transaction, upon the expiration of the applicable period
provided under Article R. 2312-6 of the French Labor Code or any longer period as may be ordered by the competent court in accordance with
the second-last paragraph of Article L. 2312-15 of the French Labor Code, the date upon which such applicable period or longer period ordered
by the competent court expires.
2.3
The Seller Parties shall use reasonable best ef…",0.47,medium,What,Page 3,False,,,built-in-legal-boilerplate
E0004,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 4: 2.5
The Buyer undertakes to use reasonable best efforts to co-operate with the Seller Parties with respect to the Consultation Process by:
2.5.1
providing the Seller with any available document or information which the Works’ Council would reasonably request in connection
with the Consultation Process, including, but not limited to, information relating to the Buyer’s background, history and presence in
France, and the Buyer’s perspectives on business conducted by the Group Companies, and potential headcount evolution, subject only,
in each case, to legal or customary confidentiality requirements;
2.5.2
designating a representative to attend any of the Works’ Council meetings, upon written request made by the Seller, and meeting with
members of the Works’ Council where and when re…",0.47,medium,What,Page 4,False,,,built-in-legal-boilerplate
E0005,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 5: 4.
REGULATORY COMPLIANCE
4.1
Except to the extent prohibited by applicable Law, the parties hereto shall comply with the provisions set forth in Section 6.8 (Regulatory
Compliance) of the EPA, as from the Put Option Date, as if such provisions were set out in this Put Option Agreement and any reference therein
to “this Agreement” or to “the date hereof” (or a similar expression) shall be deemed to be a reference to this Put Option Agreement and the Put
Option Date, respectively.
5.
COVENANTS; REPRESENTATIONS AND WARRANTIES
The Seller Parties hereby agrees to comply with the following provisions of the EPA: Section 6.1 (Interim Operating Covenants), Section 6.9
(Access to Information), Section 6.12 (Transition Services Agreement), Section 6.17 (Sanctions Screening Cooperation), Sec…",0.47,medium,What,Page 5,False,,,built-in-legal-boilerplate
E0006,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 6: 7.3
If no Exercise Notice has been delivered by the Seller Parties prior to 6:00 pm (ET) on the Expiry Date, then the Seller Parties shall be jointly
and severally liable to pay to Buyer a cash amount equal to $35,000,000 (the “Termination Fee”) no later than the fifth (5th) Business Day after
the Expiry Date by wire transfer of immediately available funds. The parties hereto acknowledge and agree that: (i) this Termination Fee is an
integral part of the transactions contemplated by this Put Option Agreement and is included herein in order to induce Buyer to enter into this Put
Option Agreement; (ii) the Termination Fee does not constitute a penalty; and (iii) in light of the difficulty of accurately determining actual
damages with respect to the foregoing, the right to payment of…",0.47,medium,What,Page 6,False,,,built-in-legal-boilerplate
E0011,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 11: TABLE OF CONTENTS
Page
ARTICLE I DEFINITIONS
1
Section 1.1
Definitions
1
Section 1.2
Interpretation
12
ARTICLE II PURCHASE AND SALE OF THE SHARES
13
Section 2.1
Agreement to Sell and Purchase
13
Section 2.2
Closing; Closing Deliveries
13
Section 2.3
Purchase Price
14
Section 2.4
Payment of Base Purchase Price
15
Section 2.5
Post-Closing Adjustment to Base Purchase Price
15
Section 2.6
Withholding
18
ARTICLE III REPRESENTATIONS AND WARRANTIES REGARDING THE GROUP COMPANIES
18
Section 3.1
Organization; Power and Authority; Capital Structure
18
Section 3.2
Subsidiaries
19
Section 3.3
No Conflict; Consents
20
Section 3.4
Financial Statements
20
Section 3.5
Absence of Undisclosed Liabilities
21
Section 3.6
Operating in Ordinary Course of Business
21
Section 3.7
Litigation
21
Section 3.…",0.47,medium,What,Page 11,False,,,built-in-legal-boilerplate
